0 6 12
145 6 10
145 8 6
145 13 4
145 2 9
146 15 7
146 9 2
146 10 11
146 5 0
146 12 15
146 13 8
146 14 3
146 6 10
146 0 14
146 4 5
146 3 6
146 7 12
146 8 1
146 2 9
146 11 4
146 1 13
147 3 10
147 0 6
147 6 1
147 9 14
147 2 7
147 15 0
147 4 11
147 1 13
147 11 8
147 13 4
147 14 15
147 5 12
147 8 3
147 7 2
147 10 5
147 12 9
148 12 7
148 11 1
148 8 15
148 2 8
148 15 11
148 0 6
148 5 2
148 4 3
148 14 13
148 9 4
148 13 5
148 3 0
148 1 12
148 7 10
148 6 9
148 10 14
149 11 5
149 7 4
149 6 10
149 10 6
149 15 7
149 12 15
149 3 2
149 13 12
149 8 13
149 14 0
149 2 1
149 5 11
149 4 9
149 9 14
149 0 3
149 1 8
150 5 0
150 0 6
150 7 7
150 14 13
150 2 12
150 9 10
150 6 3
150 1 8
150 10 15
150 4 2
150 8 9
150 13 5
150 11 1
150 12 14
150 3 4
150 15 11
151 0 12
151 4 0
151 5 14
151 12 9
151 11 7
151 8 13
151 15 5
151 13 3
151 14 15
151 2 4
151 7 2
151 9 6
151 3 10
151 10 8
151 1 11
151 6 1
152 2 7
152 9 12
152 13 15
152 5 14
152 4 2
152 3 13
152 15 10
152 7 3
152 14 9
152 11 0
152 6 8
152 10 1
152 1 5
152 0 4
152 8 11
152 12 6
153 7 4
153 0 6
153 5 14
153 4 5
153 14 9
153 1 11
153 6 7
153 9 10
153 11 1
153 13 8
153 8 12
153 15 2
153 10 13
153 12 15
153 3 0
153 2 3
154 5 12
154 6 10
154 2 2
154 13 7
154 1 3
154 4 6
154 14 13
154 0 11
154 7 8
154 3 15
154 9 0
154 15 9
154 10 5
154 8 4
154 12 14
154 11 1
155 5 3
155 11 12
155 15 7
155 14 13
155 0 9
155 12 1
155 8 0
155 3 15
155 6 4
155 7 8
155 4 11
155 2 10
155 9 5
155 13 2
155 10 6
155 1 14
156 6 3
156 8 2
156 10 7
156 5 6
156 4 4
156 15 15
156 1 10
156 13 13
156 9 1
156 14 5
156 12 14
156 7 0
156 11 11
156 2 9
156 0 12
156 3 8
157 4 3
157 7 6
157 11 2
157 13 7
157 12 1
157 10 15
157 5 14
157 14 9
157 1 8
157 3 5
157 8 10
157 15 0
157 0 11
157 6 4
157 2 13
157 9 12
158 14 15
158 11 9
158 13 14
158 2 7
158 1 8
158 7 5
158 5 12
158 3 1
158 8 2
158 0 11
158 6 3
158 4 6
158 12 10
158 15 4
158 10 0
158 9 13
159 8 1
159 10 10
159 4 2
159 12 13
159 15 0
159 9 3
159 11 15
159 0 14
159 13 5
159 2 8
159 6 12
159 1 7
159 7 6
159 5 4
159 14 9
159 3 11
160 12 5
160 2 10
160 13 7
160 1 1
160 14 11
160 9 3
160 11 6
160 6 9
160 4 12
160 7 8
160 0 13
160 10 15
160 8 0
160 3 2
160 15 14
160 5 4
161 1 7
161 13 11
161 10 15
161 0 3
161 14 0
161 8 10
161 2 14
161 15 6
161 12 5
161 3 2
161 7 4
161 9 12
161 4 8
161 5 13
161 11 9
161 6 1
162 7 1
162 0 11
162 14 0
162 1 6
162 8 15
162 4 7
162 15 4
162 3 12
162 11 10
162 12 3
162 9 13
162 10 14
162 5 2
162 13 9
162 2 5
162 6 8
163 9 13
163 7 14
163 10 7
163 3 4
163 13 2
163 5 5
163 14 1
163 6 15
163 11 12
163 2 3
163 4 9
163 8 8
163 15 11
163 1 0
163 12 10
163 0 6
164 10 9
164 3 7
164 6 5
164 13 12
164 5 1
164 14 13
164 11 3
164 7 0
164 8 10
164 0 4
164 2 15
164 9 14
164 12 8
164 4 6
164 1 11
164 15 2
165 9 5
165 3 2
165 4 14
165 7 0
165 1 10
165 13 7
165 11 13
165 2 3
165 8 6
165 15 15
165 5 11
165 12 9
165 14 12
165 10 8
165 0 1
165 6 4
166 7 0
166 4 12
166 5 6
166 12 15
166 3 3
166 0 7
166 6 2
166 11 13
166 15 4
166 10 1
166 1 14
166 9 8
166 2 11
166 13 5
166 8 9
166 14 10
167 14 3
167 2 14
167 12 7
167 15 0
167 1 5
167 3 2
167 4 9
167 13 10
167 6 15
167 0 1
167 11 8
167 8 6
167 7 11
167 9 12
167 5 13
167 10 4
168 11 12
168 12 14
168 4 8
168 14 1
168 0 5
168 13 11
168 1 7
168 10 3
168 9 4
168 5 6
168 15 10
168 6 9
168 3 2
168 7 15
168 2 13
168 8 0
169 11 12
169 8 9
169 4 8
169 7 15
169 0 1
169 2 4
169 6 10
169 3 2
169 13 13
169 15 5
169 12 3
169 5 11
169 1 7
169 14 14
169 10 6
169 9 0
170 4 3
170 1 11
170 7 5
170 3 0
170 10 9
170 5 14
170 11 8
170 13 10
170 14 2
170 8 15
170 6 7
170 2 6
170 0 4
170 9 12
170 15 1
170 12 13
171 7 2
171 0 8
171 5 4
171 15 6
171 10 13
171 9 1
171 12 0
171 14 9
171 3 14
171 13 10
171 2 11
171 4 3
171 8 5
171 11 7
171 6 12
171 1 15
172 15 12
172 1 13
172 4 15
172 9 5
172 3 14
172 6 0
172 13 11
172 8 1
172 7 9
172 14 2
172 5 10
172 2 7
172 11 6
172 10 4
172 12 8
172 0 3
173 8 13
173 10 6
173 1 7
173 11 11
173 13 14
173 15 1
173 3 15
173 12 2
173 5 0
173 0 9
173 7 12
173 14 4
173 9 10
173 6 3
173 2 8
173 4 5
174 4 5
174 1 8
174 5 14
174 12 10
174 9 2
174 2 7
174 3 13
174 10 0
174 14 6
174 11 12
174 7 9
174 0 1
174 15 3
174 6 15
174 8 11
174 13 4
175 9 12
175 0 4
175 10 1
175 6 7
175 1 13
175 13 10
175 8 8
175 3 5
175 2 6
175 5 14
175 11 15
175 15 11
175 14 9
175 12 0
175 7 2
175 4 3
176 10 5
176 4 10
176 2 8
176 12 9
176 7 13
176 13 12
176 15 6
176 8 14
176 11 15
176 1 3
176 5 0
176 0 4
176 9 1
176 3 7
176 14 11
176 6 2
177 8 14
177 9 15
177 11 12
177 14 3
177 4 10
177 15 7
177 2 11
177 5 5
177 3 1
177 13 6
177 0 13
177 7 9
177 6 4
177 1 0
177 10 8
177 12 2
178 12 13
178 13 2
178 15 8
178 10 12
178 9 0
178 14 5
178 7 10
178 1 14
178 0 7
178 4 11
178 11 6
178 5 9
178 8 4
178 6 15
178 3 3
178 2 1
179 7 11
179 10 8
179 2 0
179 1 9
179 9 10
179 8 14
179 4 5
179 0 4
179 14 6
179 15 12
179 11 2
179 12 1
179 5 3
179 6 7
179 13 15
179 3 13
180 7 9
180 2 14
180 0 1
180 5 3
180 15 8
180 4 11
180 10 6
180 9 10
180 13 2
180 1 5
180 6 7
180 3 15
180 14 12
180 8 4
180 11 13
180 12 0
181 2 6
181 9 12
181 4 4
181 7 13
181 12 11
181 14 15
181 8 3
181 15 7
181 10 5
181 6 14
181 0 1
181 13 8
181 5 10
181 11 9
181 1 2
181 3 0
182 15 7
182 5 2
182 1 6
182 14 11
182 4 4
182 6 5
182 11 15
182 9 3
182 13 9
182 7 1
182 12 10
182 2 0
182 8 14
182 10 8
182 0 13
182 3 12
183 9 11
183 4 10
183 7 6
183 11 2
183 2 4
183 0 14
183 13 9
183 3 0
183 8 8
183 14 5
183 15 12
183 5 1
183 12 3
183 1 7
183 6 15
183 10 13
184 4 15
184 12 12
184 0 14
184 13 5
184 7 1
184 6 11
184 9 7
184 10 8
184 1 2
184 15 3
184 5 0
184 8 9
184 2 13
184 14 6
184 3 10
184 11 4
185 12 13
185 8 12
185 5 10
185 10 3
185 0 8
185 3 5
185 13 9
185 9 2
185 11 6
185 14 0
185 4 4
185 6 11
185 1 15
185 2 1
185 15 7
185 7 14
186 4 13
186 2 3
186 13 5
186 15 9
186 5 7
186 0 11
186 6 12
186 3 6
186 9 15
186 12 14
186 14 0
186 11 2
186 10 10
186 7 1
186 1 4
186 8 8
187 10 1
187 1 8
187 7 5
187 4 14
187 8 2
187 2 9
187 14 12
187 12 13
187 11 11
187 5 3
187 9 6
187 6 0
187 15 4
187 0 10
187 3 7
187 13 15
188 13 13
188 2 4
188 0 8
188 3 12
188 15 15
188 1 9
188 14 14
188 11 5
188 8 0
188 5 6
188 9 3
188 6 11
188 10 1
188 4 10
188 12 2
188 7 7
189 7 13
189 12 11
189 6 3
189 9 15
189 2 10
189 10 5
189 11 1
189 0 7
189 5 14
189 8 2
189 14 9
189 1 8
189 3 4
189 4 6
189 15 12
189 13 0
190 3 14
190 15 15
190 4 2
190 6 10
190 10 11
190 1 5
190 14 6
190 8 8
190 12 9
190 2 3
190 5 0
190 7 12
190 11 7
190 9 13
190 0 4
190 13 1
191 15 2
191 7 6
191 8 13
191 1 4
191 6 3
191 0 15
191 14 7
191 9 14
191 12 1
191 2 12
191 13 5
191 5 9
191 3 11
191 4 10
191 10 8
191 11 0
192 11 3
192 6 7
192 0 1
192 8 2
192 12 13
192 15 5
192 4 8
192 7 10
192 9 0
192 2 15
192 14 11
192 1 14
192 10 9
192 13 6
192 3 4
192 5 12
193 6 13
193 8 9
193 15 1
193 7 11
193 0 10
193 3 4
193 10 12
193 9 15
193 2 3
193 5 14
193 4 6
193 13 2
193 14 7
193 12 5
193 11 0
193 1 8
194 5 12
194 10 0
194 3 1
194 4 5
194 1 4
194 11 3
194 14 6
194 13 15
194 2 10
194 12 11
194 0 14
194 9 8
194 7 13
194 15 7
194 8 2
194 6 9
195 6 8
195 3 14
195 13 13
195 11 5
195 9 12
195 5 2
195 0 4
195 10 11
195 1 6
195 4 7
195 15 10
195 7 1
195 14 9
195 12 0
195 2 15
195 8 3
196 5 5
196 9 6
196 0 2
196 4 10
196 3 8
196 14 1
196 6 9
196 10 15
196 11 7
196 13 4
196 15 12
196 8 3
196 1 14
196 12 13
196 2 0
196 7 11
197 13 6
197 6 3
197 5 13
197 2 0
197 4 2
197 0 7
197 14 15
197 1 11
197 15 12
197 7 1
197 10 10
197 12 8
197 8 9
197 9 14
197 3 4
197 11 5
198 15 1
198 11 9
198 7 15
198 14 2
198 10 5
198 4 3
198 3 12
198 8 11
198 12 0
198 13 4
198 6 14
198 1 10
198 0 13
198 2 8
198 5 7
198 9 6
199 9 6
199 3 15
199 2 13
199 13 12
199 4 1
199 11 3
199 1 5
199 14 14
199 6 4
199 0 2
199 5 11
199 7 10
199 10 9
199 8 8
199 15 7
199 12 0
200 13 11
200 12 9
200 6 3
200 5 15
200 0 4
200 3 6
200 4 8
200 7 0
200 1 13
200 9 5
200 15 1
200 10 14
200 2 2
200 14 10
200 11 7
200 8 12
201 11 4
201 15 11
201 12 8
201 9 6
201 13 14
201 8 7
201 0 13
201 4 3
201 14 10
201 10 0
201 3 9
201 6 15
201 1 5
201 5 2
201 7 12
201 2 1
202 4 4
202 8 13
202 11 6
202 0 0
202 10 10
202 13 12
202 5 11
202 2 1
202 6 8
202 12 7
202 7 2
202 9 14
202 14 15
202 15 5
202 1 9
202 3 3
203 10 7
203 15 2
203 11 10
203 5 1
203 6 8
203 7 0
203 2 6
203 12 13
203 14 4
203 1 5
203 3 3
203 4 14
203 8 15
203 0 11
203 13 12
203 9 9
204 4 2
204 15 9
204 3 15
204 8 1
204 12 7
204 11 14
204 13 0
204 10 4
204 2 10
204 14 6
204 1 12
204 6 5
204 5 11
204 0 13
204 7 3
204 9 8
205 14 6
205 5 2
205 9 13
205 6 8
205 11 9
205 15 0
205 12 10
205 3 3
205 7 5
205 0 7
205 1 14
205 10 15
205 4 12
205 13 11
205 2 1
205 8 4
206 15 4
206 8 10
206 0 15
206 7 9
206 4 6
206 10 5
206 12 0
206 13 8
206 1 1
206 2 14
206 3 2
206 11 12
206 6 13
206 5 7
206 9 11
206 14 3
207 6 6
207 12 13
207 9 7
207 0 5
207 1 3
207 14 9
207 3 4
207 8 15
207 5 11
207 4 1
207 7 8
207 10 0
207 15 2
207 2 14
207 11 12
207 13 10
208 3 6
208 8 12
208 7 7
208 11 5
208 2 13
208 0 4
208 5 3
208 15 9
208 14 0
208 9 11
208 13 15
208 4 8
208 6 2
208 1 1
208 10 14
208 12 10
209 13 6
209 7 2
209 1 1
209 5 11
209 11 8
209 3 0
209 4 3
209 2 7
209 12 14
209 0 15
209 9 13
209 6 10
209 14 12
209 15 5
209 10 9
209 8 4
210 5 6
210 9 8
210 13 7
210 8 2
210 14 12
210 11 4
210 15 1
210 4 9
210 0 11
210 1 3
210 2 10
210 12 5
210 7 0
210 10 14
210 3 15
210 6 13
211 1 8
211 4 14
211 11 11
211 9 0
211 10 6
211 7 1
211 3 7
211 12 13
211 5 15
211 15 5
211 13 2
211 6 12
211 8 3
211 14 10
211 0 4
211 2 9
212 2 6
212 12 1
212 4 2
212 6 7
212 8 5
212 13 12
212 5 14
212 1 4
212 11 8
212 7 10
212 3 9
212 10 11
212 14 13
212 9 0
212 15 15
212 0 3
213 6 14
213 4 10
213 12 6
213 3 7
213 1 15
213 14 8
213 5 4
213 15 13
213 10 5
213 8 2
213 7 1
213 13 0
213 9 9
213 0 12
213 2 11
213 11 3
214 4 3
214 3 8
214 1 4
214 9 12
214 8 1
214 15 2
214 10 15
214 12 0
214 13 13
214 0 9
214 7 10
214 5 7
214 2 14
214 11 5
214 6 11
214 14 6
215 15 13
215 14 8
215 3 1
215 4 5
215 6 9
215 0 4
215 11 6
215 7 2
215 5 11
215 8 14
215 13 3
215 1 12
215 10 10
215 2 7
215 9 0
215 12 15
216 5 7
216 3 4
216 14 5
216 8 12
216 13 0
216 12 1
216 7 9
216 6 3
216 2 8
216 9 13
216 11 10
216 1 11
216 4 2
216 0 6
216 15 15
216 10 14
217 6 5
217 1 12
217 11 11
217 2 6
217 4 7
217 7 10
217 9 4
217 3 8
217 14 2
217 15 0
217 8 15
217 12 14
217 0 13
217 5 3
217 13 1
217 10 9
218 10 15
218 15 11
218 8 2
218 2 9
218 13 0
218 11 1
218 0 10
218 12 14
218 3 12
218 5 5
218 6 4
218 7 6
218 9 7
218 14 8
218 4 3
218 1 13
219 15 3
219 3 13
219 13 1
219 8 6
219 2 9
219 11 14
219 1 0
219 14 12
219 7 8
219 6 4
219 10 5
219 0 15
219 5 2
219 9 11
219 4 10
219 12 7
220 8 1
220 7 8
220 12 4
220 1 10
220 9 12
220 11 14
220 13 15
220 4 7
220 0 2
220 3 5
220 6 11
220 5 13
220 10 9
220 2 3
220 15 0
220 14 6
221 1 7
221 6 6
221 12 13
221 14 1
221 4 2
221 15 15
221 0 12
221 11 0
221 2 4
221 9 3
221 13 14
221 10 5
221 8 11
221 3 8
221 5 10
221 7 9
222 2 13
222 13 5
222 7 4
222 0 12
222 8 9
222 6 6
222 10 10
222 4 8
222 1 2
222 9 14
222 14 0
222 12 3
222 15 15
222 3 11
222 11 1
222 5 7
223 2 4
223 14 11
223 0 7
223 15 2
223 4 3
223 9 9
223 8 1
223 3 0
223 10 14
223 1 8
223 13 6
223 5 12
223 6 5
223 11 15
223 7 13
223 12 10
224 2 6
224 1 8
224 12 3
224 8 0
224 6 12
224 10 5
224 4 4
224 9 7
224 11 13
224 0 10
224 7 14
224 15 2
224 13 9
224 5 11
224 3 15
224 14 1
225 2 13
225 0 7
225 15 2
225 7 14
225 1 9
225 11 11
225 3 6
225 6 4
225 9 5
225 13 8
225 5 15
225 8 1
225 14 12
225 10 10
225 12 3
225 4 0
226 8 12
226 7 6
226 11 0
226 12 3
226 5 8
226 2 11
226 0 5
226 9 13
226 15 7
226 14 10
226 13 14
226 4 9
226 10 1
226 1 4
226 3 2
226 6 15
227 14 12
227 9 13
227 13 10
227 10 11
227 6 1
227 1 5
227 4 0
227 15 8
227 7 14
227 0 7
227 8 9
227 11 2
227 3 15
227 12 3
227 5 4
227 2 6
228 8 13
228 10 4
228 14 14
228 5 2
228 7 8
228 6 7
228 12 5
228 4 3
228 9 11
228 1 6
228 13 0
228 2 15
228 11 12
228 15 10
228 0 9
228 3 1
229 8 14
229 15 6
229 2 10
229 14 4
229 13 8
229 7 1
229 12 9
229 11 12
229 1 15
229 9 2
229 10 3
229 3 13
229 4 0
229 6 7
229 5 11
229 0 5
230 3 13
230 6 6
230 13 4
230 4 2
230 14 7
230 5 10
230 9 3
230 12 0
230 7 1
230 15 11
230 8 9
230 11 12
230 2 5
230 1 8
230 10 14
230 0 15
231 12 4
231 11 15
231 2 5
231 3 13
231 0 2
231 1 12
231 13 14
231 4 3
231 14 6
231 9 7
231 15 10
231 10 11
231 6 0
231 5 8
231 8 9
231 7 1
232 7 0
232 1 6
232 15 9
232 0 7
232 10 1
232 9 15
232 2 14
232 13 5
232 5 12
232 8 10
232 6 2
232 14 11
232 11 8
232 4 13
232 12 4
232 3 3
233 6 2
233 13 13
233 14 8
233 11 11
233 7 15
233 3 4
233 0 12
233 2 3
233 5 6
233 8 10
233 4 7
233 12 1
233 9 0
233 10 14
233 15 5
233 1 9
234 6 6
234 10 9
234 2 1
234 9 8
234 1 7
234 13 14
234 7 4
234 11 3
234 15 2
234 3 5
234 0 15
234 12 0
234 8 10
234 4 12
234 5 11
234 14 13
235 2 4
235 4 9
235 5 13
235 10 14
235 3 12
235 15 3
235 11 10
235 1 11
235 13 0
235 0 7
235 7 6
235 14 1
235 6 5
235 8 2
235 12 15
235 9 8
236 4 2
236 5 12
236 8 14
236 3 4
236 12 15
236 9 9
236 10 6
236 13 13
236 15 8
236 6 10
236 1 1
236 11 7
236 2 5
236 0 3
236 7 0
236 14 11
237 11 0
237 1 1
237 0 14
237 12 2
237 7 3
237 3 9
237 15 7
237 2 13
237 13 15
237 9 8
237 8 4
237 14 11
237 4 6
237 6 12
237 5 5
237 10 10
238 12 0
238 14 1
238 4 11
238 15 14
238 2 5
238 5 13
238 1 7
238 7 4
238 11 9
238 9 10
238 0 15
238 13 2
238 3 8
238 10 12
238 8 6
238 6 3
239 2 5
239 11 11
239 1 10
239 8 12
239 4 9
239 0 15
239 7 2
239 10 1
239 14 0
239 12 13
239 6 14
239 15 8
239 3 3
239 9 7
239 13 6
239 5 4
240 11 13
240 1 3
240 6 10
240 13 5
240 0 14
240 15 2
240 10 4
240 2 15
240 7 7
240 12 8
240 5 11
240 3 6
240 8 12
240 9 1
240 14 0
240 4 9
241 8 12
241 2 0
241 6 2
241 7 6
241 10 5
241 0 13
241 12 4
241 15 7
241 11 9
241 4 3
241 5 8
241 1 11
241 9 15
241 13 10
241 3 1
241 14 14
242 6 4
242 11 14
242 5 9
242 8 13
242 9 7
242 12 8
242 0 10
242 4 3
242 3 11
242 1 12
242 10 1
242 14 0
242 13 6
242 2 5
242 7 2
242 15 15
243 13 9
243 12 4
243 2 1
243 3 12
243 8 7
243 15 8
243 14 11
243 10 5
243 1 15
243 11 6
243 7 0
243 6 10
243 9 3
243 4 2
243 0 13
243 5 14
244 0 12
244 3 2
244 9 11
244 10 13
244 8 0
244 15 4
244 12 8
244 13 15
244 7 1
244 1 7
244 2 6
244 4 14
244 14 9
244 6 5
244 11 10
244 5 3
245 12 1
245 2 11
245 1 10
245 11 9
245 10 14
245 3 12
245 6 4
245 4 2
245 9 3
245 8 5
245 5 7
245 14 8
245 0 6
245 13 0
245 15 13
245 7 15
246 14 7
246 6 11
246 11 13
246 12 5
246 13 1
246 7 9
246 8 8
246 0 6
246 1 10
246 5 14
246 15 3
246 9 15
246 10 0
246 2 2
246 3 4
246 4 12
247 2 5
247 6 3
247 12 12
247 15 10
247 11 0
247 0 14
247 1 15
247 7 9
247 10 2
247 8 7
247 3 1
247 14 8
247 4 13
247 5 6
247 13 4
247 9 11
248 0 13
248 3 4
248 6 2
248 7 6
248 13 12
248 2 3
248 12 9
248 9 10
248 4 0
248 10 8
248 14 14
248 5 7
248 1 11
248 8 15
248 15 1
248 11 5
249 6 5
249 8 11
249 9 8
249 0 12
249 4 10
249 5 13
249 1 0
249 11 14
249 12 15
249 10 7
249 7 6
249 2 1
249 14 2
249 3 3
249 15 9
249 13 4
250 12 15
250 3 3
250 5 4
250 8 7
250 13 5
250 0 0
250 6 12
250 15 6
250 14 1
250 2 10
250 10 9
250 11 13
250 4 2
250 9 8
250 1 11
250 7 14
251 12 14
251 9 5
251 6 13
251 0 8
251 4 2
251 7 0
251 10 1
251 5 7
251 8 10
251 15 3
251 1 4
251 3 9
251 11 12
251 2 15
251 13 11
251 14 6
252 13 15
252 2 9
252 6 8
252 3 13
252 0 7
252 4 14
252 10 6
252 14 0
252 8 5
252 9 4
252 11 10
252 15 1
252 12 2
252 5 11
252 1 12
252 7 3
253 13 7
253 7 14
253 8 2
253 2 8
253 10 5
253 1 3
253 12 15
253 4 13
253 9 9
253 14 4
253 5 1
253 15 6
253 6 11
253 0 10
253 11 12
253 3 0
254 10 11
254 15 13
254 6 3
254 0 0
254 13 10
254 12 1
254 5 12
254 3 5
254 11 8
254 2 15
254 7 4
254 1 14
254 9 6
254 8 9
254 4 2
254 14 7
255 10 7
255 12 10
255 2 5
255 15 14
255 6 13
255 9 6
255 4 9
255 0 1
255 5 12
255 13 2
255 14 15
255 1 0
255 8 3
255 11 8
255 7 11
255 3 4
256 15 8
256 7 5
256 13 4
256 5 7
256 9 12
256 2 3
256 6 10
256 12 15
256 0 11
256 11 13
256 3 14
256 1 6
256 8 0
256 10 1
256 14 9
256 4 2
257 15 15
257 0 3
257 14 12
257 2 10
257 1 14
257 12 2
257 13 7
257 7 13
257 11 8
257 6 6
257 3 11
257 9 9
257 8 4
257 4 5
257 10 0
257 5 1
258 15 13
258 5 11
258 8 9
258 3 5
258 12 7
258 9 6
258 2 2
258 1 10
258 14 12
258 7 0
258 0 14
258 13 4
258 6 1
258 4 3
258 11 15
258 10 8
259 13 6
259 8 10
259 2 3
259 9 4
259 7 2
259 11 5
259 12 11
259 3 0
259 4 7
259 1 9
259 0 1
259 5 12
259 15 8
259 6 13
259 10 15
259 14 14
260 10 9
260 13 6
260 15 11
260 5 0
260 0 2
260 4 5
260 3 4
260 9 15
260 2 8
260 6 13
260 1 7
260 14 14
260 7 3
260 12 1
260 8 10
260 11 12
261 8 4
261 5 14
261 14 7
261 12 6
261 13 0
261 3 10
261 1 2
261 4 3
261 11 15
261 9 13
261 0 12
261 6 5
261 15 9
261 2 1
261 7 11
261 10 8
262 11 1
262 15 13
262 0 2
262 3 10
262 9 5
262 7 7
262 14 4
262 13 8
262 5 9
262 8 0
262 1 3
262 12 6
262 2 15
262 10 14
262 6 12
262 4 11
263 11 4
263 7 14
263 12 3
263 5 13
263 1 8
263 15 12
263 2 10
263 0 11
263 10 0
263 3 1
263 4 9
263 9 7
263 13 5
263 14 2
263 8 6
263 6 15
264 2 1
264 9 10
264 8 15
264 14 0
264 6 5
264 15 13
264 10 3
264 5 9
264 3 6
264 12 2
264 11 11
264 4 12
264 7 14
264 1 7
264 13 8
264 0 4
265 0 0
265 9 7
265 7 3
265 4 1
265 13 11
265 10 5
265 3 13
265 8 8
265 15 6
265 14 4
265 6 2
265 11 15
265 12 14
265 1 10
265 5 12
265 2 9
266 11 15
266 6 6
266 7 8
266 0 13
266 12 10
266 5 14
266 13 12
266 1 2
266 9 3
266 14 9
266 3 1
266 8 4
266 15 11
266 10 5
266 4 0
266 2 7
267 1 11
267 5 0
267 4 4
267 2 10
267 7 1
267 8 6
267 13 9
267 10 15
267 6 3
267 9 7
267 12 5
267 15 12
267 0 14
267 14 8
267 11 2
267 3 13
268 8 15
268 11 8
268 5 7
268 0 0
268 14 14
268 3 10
268 4 2
268 13 13
268 12 6
268 10 5
268 15 9
268 9 3
268 1 1
268 6 11
268 7 12
268 2 4
269 8 10
269 12 14
269 6 9
269 1 5
269 9 8
269 11 11
269 4 6
269 5 4
269 2 2
269 0 12
269 15 15
269 3 3
269 10 0
269 7 1
269 13 7
269 14 13
270 9 15
270 7 11
270 13 12
270 6 1
270 10 0
270 11 14
270 2 7
270 15 13
270 8 2
270 12 9
270 4 8
270 0 5
270 1 6
270 3 10
270 5 4
270 14 3
271 11 11
271 5 13
271 15 4
271 1 12
271 3 7
271 2 5
271 10 3
271 12 1
271 0 6
271 4 2
271 14 10
271 9 0
271 13 8
271 6 15
271 8 14
271 7 9
272 7 8
272 14 11
272 2 7
272 15 5
272 5 9
272 9 2
272 3 13
272 6 15
272 12 10
272 0 4
272 8 12
272 11 6
272 4 0
272 1 1
272 13 14
272 10 3
273 9 1
273 11 15
273 8 7
273 13 12
273 14 13
273 12 6
273 6 9
273 2 11
273 0 0
273 10 3
273 7 14
273 15 2
273 5 8
273 1 4
273 4 5
273 3 10
274 1 1
274 0 6
274 7 5
274 14 13
274 13 15
274 12 8
274 8 2
274 10 10
274 4 0
274 11 12
274 15 3
274 9 9
274 2 11
274 3 14
274 6 4
274 5 7
275 2 0
275 7 1
275 0 2
275 14 12
275 11 3
275 9 13
275 4 5
275 8 9
275 6 6
275 10 11
275 5 14
275 15 8
275 13 4
275 1 7
275 3 15
275 12 10
276 13 9
276 9 0
276 7 1
276 14 11
276 6 13
276 2 3
276 3 2
276 15 4
276 4 6
276 11 8
276 8 12
276 10 15
276 1 5
276 5 7
276 0 14
276 12 10
277 15 4
277 12 9
277 2 5
277 14 13
277 7 12
277 0 7
277 9 14
277 1 11
277 13 2
277 11 3
277 10 1
277 3 15
277 6 10
277 5 8
277 4 0
277 8 6
278 3 1
278 11 14
278 12 0
278 13 6
278 14 3
278 1 13
278 6 7
278 2 2
278 10 12
278 5 5
278 15 8
278 0 9
278 7 15
278 9 4
278 4 11
278 8 10
279 7 13
279 6 8
279 14 4
279 11 15
279 4 10
279 15 9
279 0 2
279 2 1
279 1 7
279 5 6
279 3 14
279 8 0
279 10 3
279 9 5
279 12 11
279 13 12
280 2 13
280 7 0
280 12 10
280 9 3
280 4 6
280 13 9
280 5 4
280 10 12
280 15 5
280 11 15
280 3 2
280 1 11
280 8 1
280 0 8
280 14 14
280 6 7
281 11 1
281 14 13
281 8 10
281 3 9
281 15 8
281 0 14
281 1 3
281 10 7
281 4 0
281 12 12
281 9 15
281 6 2
281 5 6
281 13 5
281 2 11
281 7 4
282 1 8
282 10 12
282 3 6
282 12 5
282 7 7
282 8 15
282 9 10
282 0 11
282 6 9
282 2 0
282 13 14
282 11 13
282 4 3
282 5 4
282 14 2
282 15 1
283 0 10
283 1 0
283 9 1
283 13 9
283 12 4
283 14 7
283 6 15
283 7 8
283 10 14
283 15 3
283 11 2
283 3 11
283 2 6
283 8 12
283 5 5
283 4 13
284 3 6
284 12 13
284 15 2
284 2 7
284 6 4
284 13 15
284 1 1
284 7 5
284 14 9
284 0 10
284 9 3
284 10 12
284 11 8
284 8 14
284 5 11
284 4 0
285 11 11
285 9 13
285 12 14
285 2 15
285 5 12
285 14 7
285 4 2
285 10 0
285 0 1
285 6 10
285 3 3
285 15 6
285 7 4
285 8 5
285 1 9
285 13 8
286 5 15
286 1 11
286 12 4
286 9 1
286 8 13
286 13 5
286 15 14
286 10 8
286 4 3
286 3 6
286 6 10
286 11 0
286 7 9
286 0 7
286 14 12
286 2 2
287 10 11
287 3 1
287 1 10
287 14 9
287 2 8
287 0 14
287 12 12
287 11 13
287 4 0
287 5 4
287 15 2
287 8 5
287 13 15
287 9 3
287 7 7
287 6 6
288 4 12
288 7 3
288 11 10
288 8 6
288 12 4
288 14 0
288 13 11
288 9 14
288 1 1
288 5 9
288 10 15
288 3 13
288 6 7
288 15 5
288 0 2
288 2 8
289 4 11
289 14 12
289 7 5
289 10 9
289 11 7
289 3 14
289 12 0
289 13 1
289 0 13
289 5 15
289 6 6
289 15 4
289 9 2
289 1 3
289 8 10
289 2 8
290 15 1
290 14 13
290 4 10
290 8 6
290 7 5
290 10 0
290 12 12
290 3 15
290 13 9
290 0 11
290 11 2
290 1 14
290 6 4
290 5 3
290 9 7
290 2 8
291 2 2
291 7 3
291 4 5
291 15 12
291 13 10
291 9 1
291 5 9
291 6 14
